day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Region
13,7,2013,39.3,44.2,17.2,0.2,93.7,44.3,147.7,9.5,44.3,13.3,fire,0
10,8,2012,31.6,59.7,18.8,0.0,89.5,17.6,74.2,6.1,19.5,7.2,not fire,1
6,8,2013,27.5,76.9,15.9,0.0,75.8,11.7,50.8,4.0,13.1,4.8,not fire,1
17,6,2013,31.8,54.0,15.2,0.0,91.0,22.7,71.6,6.5,22.2,7.9,not fire,1
4,6,2012,39.3,60.2,15.5,0.0,90.8,41.3,128.5,5.5,40.2,9.9,not fire,1
26,7,2012,26.8,65.7,17.2,0.0,74.4,14.0,42.3,3.5,13.5,4.5,not fire,0
17,9,2012,33.1,54.6,16.5,0.0,89.3,21.7,96.1,7.6,24.6,9.0,not fire,1
11,9,2012,32.2,83.2,11.9,0.2,73.9,18.3,91.8,2.7,22.0,5.2,not fire,0
21,7,2013,28.6,85.4,17.9,0.0,71.7,10.1,37.6,4.0,10.6,4.4,not fire,1
11,8,2012,27.0,66.9,16.8,0.2,80.3,9.9,64.4,4.1,13.7,4.9,not fire,1
5,8,2013,32.2,68.1,13.9,0.0,82.2,13.5,75.3,5.6,17.2,6.5,not fire,0
31,8,2012,31.2,77.2,15.8,0.0,81.1,12.1,42.2,3.5,12.3,4.3,not fire,0
16,8,2012,31.2,54.0,9.7,0.0,86.5,19.7,75.8,4.2,20.9,6.1,not fire,0
4,9,2013,31.0,45.5,15.2,0.0,87.4,16.9,66.2,6.0,18.1,6.9,not fire,1
29,6,2013,35.2,55.0,11.4,0.0,87.2,20.0,70.0,4.8,20.4,6.4,not fire,1
24,9,2012,35.5,54.0,12.3,2.0,91.5,22.3,81.1,6.9,23.1,8.3,not fire,1
31,6,2013,30.9,61.3,10.3,0.0,87.7,10.0,56.3,7.0,12.8,6.8,not fire,0
26,6,2013,28.8,74.7,10.4,0.0,79.1,7.7,28.7,4.0,8.0,4.0,not fire,1
21,8,2012,29.0,69.4,20.1,0.2,81.3,8.7,50.0,6.8,11.2,6.5,not fire,0
24,7,2012,36.1,69.1,12.5,0.0,88.6,26.4,86.5,8.3,26.2,9.7,not fire,1
26,9,2013,32.2,64.8,16.9,0.0,82.4,14.3,77.1,7.2,17.8,7.7,not fire,0
22,7,2013,35.1,59.8,13.7,0.0,88.8,32.0,97.4,5.3,30.9,8.4,not fire,0
1,7,2012,35.1,40.9,15.0,0.0,96.0,28.2,96.5,9.3,28.5,10.8,fire,1
3,6,2013,33.6,53.7,17.6,0.0,87.9,21.5,75.4,5.3,21.9,7.0,not fire,1
3,8,2013,26.6,86.8,17.3,0.0,71.1,5.7,48.7,3.3,9.3,3.7,not fire,0
8,6,2013,29.4,65.8,18.3,0.0,85.6,15.9,82.0,6.3,19.4,7.3,not fire,0
31,9,2013,22.0,67.1,17.0,0.0,77.1,0.7,8.9,6.5,1.5,4.7,not fire,1
14,9,2012,30.4,67.1,18.4,0.0,78.8,11.7,48.7,5.0,12.9,5.4,not fire,1
25,6,2013,30.7,59.9,18.1,0.2,76.1,23.0,86.5,3.4,24.2,6.0,not fire,1
1,6,2013,32.9,76.3,13.9,0.0,77.7,17.3,75.9,2.6,19.5,4.7,not fire,0
8,8,2013,33.7,50.5,14.4,0.0,92.7,20.9,84.6,7.1,22.7,8.3,fire,0
19,8,2013,32.7,68.7,17.9,0.0,86.9,18.9,76.8,7.5,20.6,8.4,not fire,0
10,8,2012,24.2,90.0,15.7,0.0,64.4,2.5,27.1,0.3,4.8,0.9,not fire,0
28,7,2013,24.8,77.5,19.1,0.2,74.5,0.7,13.9,3.2,2.1,2.6,not fire,0
15,7,2012,29.5,63.2,14.8,0.0,81.9,13.1,58.8,4.1,14.9,5.1,not fire,1
30,8,2012,38.3,43.8,20.0,0.0,96.0,40.6,148.4,10.6,42.2,13.7,fire,0
24,6,2012,34.3,58.7,16.4,0.0,85.5,23.5,93.3,7.2,25.3,8.8,not fire,0
27,6,2013,29.8,75.0,8.7,0.0,77.7,6.5,40.5,3.1,8.7,3.5,not fire,0
29,7,2013,36.6,68.9,15.9,2.0,82.3,30.3,118.6,5.5,32.4,8.7,not fire,1
14,7,2013,28.9,64.6,16.2,0.0,78.2,14.1,55.0,2.7,15.1,4.1,not fire,1
15,8,2013,34.7,60.7,13.3,0.0,86.2,28.4,116.4,4.9,31.0,8.1,not fire,1
25,6,2013,29.1,79.2,15.1,0.0,73.5,10.5,63.7,0.8,13.9,2.6,not fire,0
16,9,2012,34.4,70.1,17.3,0.0,85.2,28.1,107.3,4.4,29.8,7.6,not fire,0
29,7,2013,33.6,71.1,15.3,0.0,86.6,23.2,79.0,8.1,23.4,9.2,not fire,0
6,9,2013,27.2,54.6,16.1,0.0,81.9,18.4,66.4,5.6,19.0,6.7,not fire,0
27,8,2012,29.6,74.7,16.3,0.0,81.5,13.4,59.1,6.2,15.2,6.6,not fire,0
9,9,2013,26.7,63.0,17.1,0.0,79.5,5.8,42.6,4.4,8.6,4.4,not fire,0
26,7,2012,31.4,61.3,16.4,0.0,88.3,17.9,74.6,8.6,19.7,9.0,not fire,0
15,8,2012,32.0,62.9,16.1,0.0,86.3,10.7,56.1,8.6,13.1,8.0,not fire,1
26,6,2012,33.0,61.2,15.6,0.0,91.5,17.9,81.0,6.4,20.5,7.5,not fire,1
20,6,2012,31.1,60.6,15.5,0.5,80.1,18.2,71.8,5.5,19.5,6.8,not fire,0
7,9,2012,30.5,54.2,17.2,0.0,82.0,15.0,70.4,6.1,17.5,6.9,not fire,1
10,8,2012,36.1,60.6,11.4,0.0,87.5,17.5,89.1,5.2,21.2,6.8,not fire,0
28,7,2013,31.6,59.9,12.2,0.0,80.3,23.6,107.6,2.1,27.1,5.5,not fire,0
23,7,2013,31.4,73.9,14.3,0.0,80.4,24.4,111.5,3.9,28.0,6.9,not fire,1
23,7,2013,33.9,45.1,15.5,0.0,90.2,23.6,93.9,9.2,25.5,10.3,fire,0
5,8,2013,30.3,70.2,11.4,0.0,84.3,12.7,55.5,4.7,14.3,5.4,not fire,0
12,7,2013,30.0,90.0,16.6,5.0,61.6,21.4,91.6,0.5,23.8,3.9,not fire,0
10,7,2013,29.2,58.4,19.7,0.0,84.5,15.5,63.5,6.0,16.9,6.7,not fire,1
26,9,2012,35.1,77.6,16.1,0.5,75.4,22.4,79.5,4.5,23.0,6.6,not fire,0
1,7,2013,29.7,82.1,14.0,0.0,72.9,14.3,55.5,2.5,15.2,4.0,not fire,1
8,6,2012,26.3,64.3,15.0,0.0,85.1,14.9,48.7,4.1,14.8,5.1,not fire,1
2,6,2012,27.8,69.4,16.1,0.0,76.9,7.8,38.2,3.4,9.3,3.8,not fire,1
25,7,2013,28.1,78.4,15.6,0.0,78.2,12.1,53.7,3.4,13.7,4.4,not fire,0
17,8,2012,33.4,44.4,17.0,0.0,92.2,21.7,96.6,9.2,24.6,10.1,fire,0
19,8,2013,27.5,87.3,15.4,0.0,75.1,8.6,40.9,5.3,10.1,5.2,not fire,0
16,9,2013,28.2,68.9,19.5,0.0,79.5,12.5,57.3,6.2,14.3,6.5,not fire,1
22,7,2012,33.7,56.2,12.2,0.5,91.6,18.1,81.0,8.9,20.6,9.3,not fire,0
4,8,2013,29.8,63.9,18.0,0.0,78.9,9.1,40.7,3.9,10.4,4.3,not fire,1
27,7,2013,25.9,90.0,15.7,1.0,68.9,1.7,20.7,2.7,3.5,2.4,not fire,1
25,7,2013,32.8,63.0,13.6,0.0,91.5,20.4,89.3,6.3,22.9,7.9,not fire,1
23,6,2012,31.8,82.4,18.4,0.0,79.0,17.0,63.7,6.7,17.8,7.4,not fire,0
3,9,2012,34.3,57.2,16.5,0.0,86.3,23.0,82.4,5.3,23.7,7.3,not fire,0
17,6,2013,30.1,65.7,15.4,0.2,85.4,19.0,66.3,7.3,19.4,8.0,not fire,0
24,9,2013,31.0,64.4,14.5,0.0,81.2,20.0,77.8,5.7,21.4,7.2,not fire,1
19,9,2012,34.7,72.4,19.1,0.0,85.2,23.9,114.3,3.9,28.1,7.0,not fire,1
12,6,2012,33.6,70.6,20.0,0.0,83.7,25.3,98.8,5.6,27.0,8.0,not fire,0
13,9,2012,31.0,62.9,14.9,0.0,81.1,23.1,85.8,4.3,24.1,6.6,not fire,1
23,9,2012,34.0,55.0,15.6,0.0,90.2,19.3,74.3,8.2,20.5,8.8,not fire,0
29,9,2013,34.6,44.9,16.3,0.0,91.5,28.7,120.2,9.1,31.7,11.1,fire,1
21,6,2012,32.5,76.2,14.7,0.0,76.9,22.0,101.9,2.5,25.4,5.5,not fire,0
1,6,2013,29.7,80.2,18.1,0.0,79.7,9.2,45.0,6.7,10.9,6.3,not fire,1
31,9,2013,35.0,63.6,15.8,0.0,93.1,29.9,120.7,10.2,32.4,12.0,not fire,1
31,9,2012,35.4,52.6,18.6,0.0,93.8,22.4,89.3,9.9,24.2,10.6,fire,0
16,6,2012,39.1,47.0,16.9,0.0,96.0,38.5,123.9,8.8,38.0,11.8,fire,1
4,9,2012,32.7,62.2,18.2,0.2,82.7,19.3,81.5,4.4,21.3,6.2,not fire,1
29,9,2013,36.7,37.2,17.8,10.0,82.0,30.6,100.9,3.9,30.5,7.3,not fire,0
9,8,2013,26.2,44.5,17.3,10.0,66.3,13.4,65.5,1.5,15.9,3.4,not fire,1
23,7,2013,34.2,60.8,17.0,0.0,89.8,25.1,91.2,7.8,26.0,9.4,not fire,0
27,6,2012,31.4,64.9,11.2,0.0,86.8,19.7,81.1,7.7,21.6,8.6,not fire,1
15,8,2012,35.6,66.2,17.1,0.0,89.1,28.1,118.4,7.7,31.1,10.0,not fire,0
19,6,2013,33.4,70.6,16.2,0.0,86.1,20.2,81.3,7.8,21.8,8.7,not fire,1
2,9,2013,30.2,54.8,14.8,0.0,78.0,20.8,88.6,5.2,23.1,7.1,not fire,1
12,8,2012,39.1,36.3,16.3,0.0,96.0,35.1,131.7,10.6,36.9,12.9,fire,1
26,9,2012,32.8,45.4,18.3,0.0,95.3,28.6,109.6,10.5,30.3,11.9,fire,1
27,7,2013,31.6,87.4,17.6,0.0,77.4,10.4,53.9,1.8,12.7,3.2,not fire,1
5,6,2013,29.9,71.6,18.3,0.0,81.7,18.4,62.1,5.0,18.5,6.3,not fire,1
28,6,2013,28.3,57.3,13.8,0.0,84.9,6.4,30.3,5.4,7.5,4.9,not fire,0
4,8,2013,36.8,72.3,21.1,2.0,85.0,24.6,89.5,7.5,25.5,9.0,not fire,0
9,7,2013,28.5,61.0,12.9,10.0,62.6,18.2,86.6,0.3,21.3,3.4,not fire,0
25,7,2013,32.5,75.0,15.5,0.0,77.6,18.4,85.9,3.1,21.4,5.4,not fire,0
3,7,2013,30.9,51.3,13.9,0.0,92.0,25.7,92.0,5.7,26.5,7.9,not fire,0
6,9,2013,33.9,82.2,11.6,0.2,77.0,20.0,49.5,0.7,17.9,3.2,not fire,0
27,6,2012,35.9,59.5,14.6,0.0,90.5,22.5,79.1,6.9,23.0,8.3,not fire,1
12,9,2013,32.2,75.1,14.5,0.0,79.3,15.2,57.6,5.8,16.1,6.4,not fire,0
28,9,2012,32.5,59.4,16.5,0.2,84.1,25.6,105.1,5.2,28.0,7.9,not fire,0
27,8,2013,33.9,53.6,16.3,2.0,90.1,19.7,72.3,8.6,20.5,9.1,not fire,0
16,8,2013,34.7,45.6,17.7,10.0,73.4,30.5,116.0,3.9,32.2,7.6,not fire,0
16,7,2012,36.3,72.6,21.1,0.2,82.9,25.3,100.7,4.8,27.2,7.5,not fire,1
22,6,2012,39.3,52.4,14.6,0.0,92.1,28.9,106.4,9.3,30.1,11.0,fire,0
22,6,2012,29.0,54.6,16.6,1.0,88.8,14.4,88.3,5.9,19.2,7.0,not fire,0
27,7,2013,29.4,66.7,16.2,0.0,78.1,7.9,44.3,5.4,10.1,5.3,not fire,1
25,6,2012,32.7,62.5,14.5,0.0,80.0,25.4,97.5,5.1,26.9,7.6,not fire,0
16,8,2013,35.2,66.7,14.6,0.0,85.3,25.5,101.0,6.8,27.4,8.9,not fire,0
27,8,2012,27.4,66.4,15.6,0.0,74.6,12.7,64.0,4.9,15.3,5.7,not fire,0
8,7,2012,33.4,69.0,12.9,0.0,82.9,23.6,72.1,6.3,22.8,7.9,not fire,1
26,8,2013,31.2,68.2,21.2,2.0,73.3,13.9,75.9,3.1,17.4,4.8,not fire,0
16,8,2013,22.0,83.1,11.1,0.0,69.0,0.7,24.1,0.0,3.3,0.5,not fire,0
21,8,2013,33.6,51.3,14.4,0.0,91.3,24.4,86.4,7.7,25.0,9.1,not fire,1
13,8,2012,26.0,90.0,18.8,0.0,73.1,2.4,39.4,3.3,6.1,3.3,not fire,1
18,9,2012,28.3,78.8,12.9,0.0,73.3,6.8,45.8,2.5,9.6,3.2,not fire,0
23,7,2013,30.7,55.3,18.5,0.0,93.0,14.5,60.2,8.1,15.9,8.1,not fire,0
28,6,2013,35.3,55.0,12.4,0.0,94.3,31.8,114.8,8.0,32.9,10.5,fire,1
23,9,2013,35.1,65.4,16.4,0.0,85.0,23.2,86.2,5.6,24.2,7.5,not fire,0
10,6,2012,32.9,69.8,14.8,0.0,81.0,19.2,73.9,5.5,20.4,6.9,not fire,1
5,6,2012,28.2,74.2,15.3,0.0,83.2,11.2,61.1,5.7,14.1,6.1,not fire,1
5,7,2013,32.7,54.2,13.5,0.0,87.2,18.6,76.3,7.2,20.3,8.1,not fire,0
11,9,2013,37.2,57.6,20.0,0.0,94.0,22.9,90.6,9.4,24.6,10.3,fire,0
21,7,2013,35.6,53.6,11.8,0.0,85.0,22.0,89.6,4.2,23.9,6.5,not fire,0
12,7,2013,27.4,69.5,14.2,2.0,77.5,15.4,76.7,4.5,18.4,5.9,not fire,1
10,9,2013,34.6,75.9,16.4,0.0,88.3,26.5,84.2,7.0,26.0,8.8,not fire,1
27,8,2013,35.5,56.4,14.2,0.0,93.0,29.9,113.3,6.2,31.5,9.0,not fire,0
9,8,2012,30.7,52.6,18.4,0.0,85.9,20.0,74.0,5.2,20.9,6.8,not fire,0
14,7,2013,29.7,54.3,13.7,0.0,89.8,19.0,76.9,8.4,20.7,9.0,not fire,0
26,8,2013,28.4,76.6,16.5,0.0,77.8,9.6,35.3,4.3,10.0,4.5,not fire,1
13,6,2012,29.6,76.1,11.3,0.5,77.1,10.9,57.5,2.6,13.4,3.9,not fire,1
15,7,2012,28.9,61.3,14.6,0.0,82.9,5.6,37.0,5.1,7.8,4.7,not fire,0
21,8,2013,28.7,90.0,17.6,0.0,70.5,7.1,33.2,2.0,8.2,2.7,not fire,0
21,9,2013,35.9,62.1,11.5,0.0,89.6,29.1,97.5,6.4,29.1,8.8,not fire,0
13,8,2012,37.2,51.9,12.7,0.0,86.8,30.5,107.0,6.1,31.1,8.9,not fire,0
25,7,2013,25.4,90.0,13.0,0.0,67.1,0.7,10.3,1.0,1.7,0.9,not fire,1
3,8,2013,36.0,59.2,19.7,0.2,87.1,29.6,117.8,7.9,31.9,10.3,not fire,1
29,7,2013,32.0,62.6,17.4,0.0,79.1,17.5,78.7,4.8,19.9,6.3,not fire,1
5,7,2012,26.6,63.4,14.2,0.0,79.9,15.5,76.5,5.5,18.5,6.6,not fire,0
14,6,2013,30.3,71.1,14.9,0.0,80.2,14.0,78.5,5.5,17.8,6.5,not fire,1
18,9,2012,34.8,47.4,17.7,0.0,90.7,30.6,104.1,7.5,30.8,9.9,fire,0
3,7,2013,29.5,58.0,16.3,1.0,78.7,17.6,60.6,5.2,17.8,6.3,not fire,0
11,7,2012,29.7,80.1,14.6,0.0,77.7,12.5,73.8,2.7,16.3,4.3,not fire,0
17,6,2013,33.3,62.7,19.4,0.0,86.9,21.6,69.9,6.8,21.3,7.9,not fire,0
13,6,2013,32.0,70.5,15.8,0.0,84.5,17.5,66.3,6.6,18.5,7.4,not fire,1
4,7,2013,37.0,58.5,17.3,10.0,74.7,24.8,95.2,3.2,26.3,6.2,not fire,0
27,9,2013,34.5,67.3,19.6,0.0,81.3,17.8,86.4,6.5,21.0,7.7,not fire,0
30,7,2013,37.1,55.0,22.0,0.2,86.3,25.7,114.5,8.2,29.1,10.1,not fire,0
16,8,2012,28.8,79.9,14.6,0.0,78.3,13.0,61.2,3.5,15.1,4.7,not fire,1
25,7,2013,32.2,71.8,17.3,2.0,79.6,18.0,85.0,4.1,21.0,6.0,not fire,0
5,6,2012,30.4,84.6,17.2,5.0,68.7,18.4,73.2,2.2,19.8,4.5,not fire,0
13,9,2012,34.3,50.4,12.5,0.0,92.2,14.5,62.1,8.1,16.1,8.1,fire,1
30,6,2013,35.0,63.5,15.7,0.0,84.6,30.2,102.3,5.4,30.4,8.4,not fire,1
16,8,2013,34.2,67.4,11.9,0.5,85.4,20.3,96.3,3.1,23.7,5.8,not fire,0
26,6,2013,29.4,78.2,20.1,0.0,77.0,18.7,71.5,4.1,19.8,5.8,not fire,1
12,6,2013,31.0,70.2,14.5,0.0,81.8,11.2,60.3,7.0,14.0,7.0,not fire,0
1,6,2013,35.5,64.3,11.0,10.0,71.2,23.1,82.2,2.2,23.8,5.1,not fire,0
16,6,2013,31.5,55.3,21.8,1.0,82.0,10.7,56.7,6.0,13.3,6.2,not fire,0
11,7,2013,36.9,61.5,17.0,5.0,81.4,31.0,126.4,4.6,33.8,8.3,not fire,0
18,8,2013,28.3,55.9,18.6,2.0,81.3,16.2,73.4,3.3,18.5,5.1,not fire,0
22,8,2012,29.8,68.5,13.0,0.0,83.1,14.0,48.7,5.7,14.2,6.1,not fire,0
15,7,2012,30.0,63.6,17.0,0.0,83.6,17.3,64.3,4.4,18.1,5.8,not fire,1
7,8,2013,30.6,69.2,15.1,0.0,84.0,22.1,81.1,5.7,23.0,7.5,not fire,1
31,8,2013,25.1,90.0,15.7,0.0,71.3,3.2,36.3,1.6,6.3,2.1,not fire,1
12,8,2012,35.4,58.3,11.1,5.0,81.2,26.6,110.4,3.7,29.2,7.0,not fire,1
13,9,2013,35.2,43.4,12.9,0.0,94.2,28.0,102.3,7.7,29.1,9.7,fire,0
20,9,2013,38.6,42.5,14.1,0.2,96.0,37.4,126.3,9.0,37.6,11.9,fire,1
18,9,2012,26.4,68.4,16.4,1.0,78.3,5.0,31.3,6.8,6.7,5.8,not fire,0
7,8,2012,33.4,74.0,13.2,0.2,81.0,19.8,73.3,4.9,20.7,6.5,not fire,0
30,6,2013,28.2,55.4,16.5,5.0,74.6,7.2,36.1,2.6,8.7,3.1,not fire,1
18,9,2012,28.8,42.0,14.7,0.0,83.4,15.6,86.4,6.0,19.7,7.2,not fire,1
2,6,2013,25.9,76.7,15.7,0.0,74.6,10.9,60.6,4.6,13.8,5.3,not fire,0
11,8,2012,36.8,57.8,15.0,0.0,88.1,36.4,127.4,6.6,37.1,10.2,not fire,0
23,9,2012,40.2,48.2,16.8,0.0,96.0,31.7,104.9,8.4,31.6,10.6,fire,1
28,7,2012,31.3,60.9,18.1,0.5,81.8,14.5,49.0,5.2,14.6,5.8,not fire,1
16,8,2012,32.7,74.3,14.2,0.0,88.6,11.5,44.9,3.6,12.3,4.4,not fire,0
2,9,2012,31.5,47.5,15.7,0.0,95.8,16.2,77.8,10.0,19.1,9.8,fire,0
7,7,2013,37.2,42.1,18.5,0.5,95.4,30.8,110.7,7.7,31.8,10.2,fire,0
4,7,2013,35.3,67.6,17.5,0.0,86.4,18.1,69.0,5.8,19.1,7.0,not fire,1
10,9,2012,34.1,53.5,16.1,0.0,90.2,25.2,85.6,7.6,25.4,9.1,not fire,1
6,6,2012,32.5,53.4,15.7,0.0,94.2,23.1,83.4,9.0,23.9,9.9,fire,1
12,9,2013,35.0,54.4,19.1,0.0,90.0,23.1,100.6,7.3,25.9,9.0,not fire,0
12,7,2012,34.7,39.1,14.8,0.0,96.0,27.0,101.5,8.6,28.4,10.2,fire,0
22,7,2012,32.9,56.0,18.4,2.0,87.8,12.2,49.8,6.7,13.3,6.7,not fire,0
28,8,2013,25.4,72.5,17.5,0.0,75.1,10.2,31.2,2.4,9.9,3.2,not fire,0
15,8,2012,31.4,54.5,16.1,0.0,85.1,18.4,75.3,7.3,20.1,8.1,not fire,1
2,6,2012,27.9,65.9,17.7,0.0,80.1,12.0,60.6,5.4,14.5,6.0,not fire,0
12,8,2012,32.4,60.3,11.0,0.0,94.1,16.5,75.7,6.1,19.0,7.1,not fire,0
14,9,2012,33.2,54.9,13.7,0.0,88.7,16.2,72.6,7.4,18.4,7.9,not fire,1
26,6,2013,28.9,72.7,13.8,0.0,81.5,15.9,63.7,5.1,17.2,6.2,not fire,1
30,6,2013,28.4,67.0,17.7,0.0,80.8,15.2,92.3,4.9,20.2,6.5,not fire,1
23,9,2012,31.1,77.1,13.5,0.0,78.6,13.5,71.8,5.8,16.7,6.6,not fire,1
28,8,2012,37.3,22.6,16.2,10.0,79.4,34.7,137.8,4.9,37.4,9.0,not fire,1
12,7,2012,28.5,76.9,14.7,5.0,66.5,11.1,63.3,2.0,14.3,3.5,not fire,0
20,7,2013,39.3,74.2,15.7,0.0,83.0,30.4,103.7,5.1,30.7,8.2,not fire,0
27,6,2013,30.3,58.4,19.8,0.0,89.6,19.4,84.5,7.1,21.8,8.2,not fire,0
24,9,2013,28.6,63.1,16.1,0.0,78.3,14.0,83.6,3.4,18.4,5.1,not fire,0
30,6,2012,30.3,74.6,14.9,0.0,80.3,12.7,79.9,4.6,17.2,5.8,not fire,1
24,8,2012,34.6,38.7,14.1,0.0,96.0,29.1,99.9,10.1,29.5,11.5,fire,1
24,7,2012,26.3,68.9,15.1,0.0,78.2,21.5,91.2,3.9,23.8,6.3,not fire,0
15,9,2012,28.3,69.7,19.1,0.0,80.7,13.1,63.2,4.8,15.4,5.7,not fire,1
27,7,2012,31.9,56.6,12.3,0.0,84.9,17.0,78.9,4.1,19.7,5.8,not fire,1
10,8,2013,35.7,52.1,14.5,0.0,92.1,22.4,70.7,8.4,21.9,9.2,fire,0
27,7,2012,35.6,51.3,11.7,0.0,85.3,23.4,99.5,5.7,26.0,7.9,not fire,1
31,6,2012,28.4,67.5,21.0,0.0,85.6,13.3,62.8,8.9,15.5,8.5,not fire,0
6,8,2013,25.2,58.1,16.6,0.0,85.7,11.0,60.9,5.0,13.9,5.6,not fire,1
17,6,2012,38.7,43.9,22.2,0.0,96.0,36.8,133.2,10.0,38.1,12.7,fire,1
3,8,2012,30.6,72.5,14.9,0.0,76.9,22.4,103.5,4.0,25.8,6.7,not fire,0
27,7,2013,37.8,52.7,14.9,0.0,95.6,33.0,126.5,8.5,35.0,11.2,fire,0
16,9,2013,30.3,73.6,17.3,1.0,77.2,15.1,63.7,4.5,16.7,5.6,not fire,1
9,7,2012,31.9,43.2,16.3,0.0,92.1,22.4,91.0,7.5,24.4,8.9,fire,1
19,6,2012,34.1,55.6,16.6,0.0,94.8,23.9,82.8,8.1,24.3,9.3,fire,1
30,6,2012,29.9,52.9,14.4,0.0,88.0,19.2,78.6,7.8,20.9,8.6,not fire,1
31,8,2012,27.9,53.1,17.5,0.5,84.3,12.6,55.6,4.8,14.2,5.5,not fire,0
8,9,2013,28.8,68.9,16.3,0.5,75.0,12.9,85.3,4.9,18.0,6.1,not fire,1
15,6,2013,35.0,63.0,16.6,0.0,88.0,22.1,91.4,6.5,24.2,8.2,not fire,0
25,9,2013,22.7,87.0,12.7,0.0,70.2,0.7,6.9,0.7,1.2,0.7,not fire,1
10,8,2012,40.9,48.9,15.9,0.0,93.1,40.3,146.0,9.2,41.7,12.7,fire,0
14,7,2013,35.2,76.6,13.1,0.0,82.4,20.1,63.7,4.8,19.7,6.3,not fire,0
24,6,2012,34.5,51.1,19.9,0.0,89.6,26.0,103.5,7.6,28.0,9.5,not fire,1
8,6,2012,29.0,73.9,14.1,0.5,76.0,13.7,59.4,3.0,15.4,4.4,not fire,1
19,8,2013,30.4,68.1,12.3,0.0,85.3,12.6,45.2,5.8,13.0,6.0,not fire,1
15,9,2013,34.1,53.3,14.8,10.0,72.1,22.5,92.7,2.0,24.6,5.1,not fire,1
1,8,2012,30.5,65.7,12.9,0.2,83.4,15.9,79.1,4.8,19.0,6.2,not fire,1
17,6,2012,33.4,56.0,15.8,0.2,88.8,20.2,81.1,5.8,21.8,7.3,not fire,1
22,7,2013,38.9,60.2,16.5,0.0,88.6,29.0,119.0,7.0,31.7,9.7,not fire,1
21,6,2013,32.2,69.6,13.9,0.0,77.5,22.7,113.2,3.5,27.2,6.5,not fire,1
25,9,2013,27.2,67.1,18.1,0.2,76.8,13.3,59.9,5.5,15.2,6.1,not fire,0
10,7,2013,35.4,69.4,13.9,0.0,84.7,25.0,90.2,4.8,25.9,7.2,not fire,0
30,7,2012,30.9,66.8,18.0,0.0,81.4,15.5,61.5,6.8,16.7,7.3,not fire,1
2,9,2012,29.9,61.4,16.3,0.5,84.8,22.5,90.7,6.8,24.4,8.4,not fire,0
8,9,2013,29.6,66.5,15.7,0.0,87.6,8.1,45.7,6.4,10.3,6.1,not fire,1
21,7,2013,28.9,68.4,16.7,0.5,78.6,21.4,83.3,5.8,22.8,7.5,not fire,1
26,6,2012,35.2,60.2,9.6,0.0,88.6,22.7,97.2,7.9,25.3,9.3,not fire,0
4,8,2012,33.7,50.0,9.7,0.0,88.7,31.5,109.6,6.6,32.1,9.5,not fire,1
18,6,2013,31.7,75.6,13.3,0.5,81.8,18.6,74.7,4.8,20.1,6.4,not fire,1
3,9,2013,29.2,71.5,12.1,0.2,75.6,15.5,57.4,4.1,16.2,5.3,not fire,1
13,7,2013,31.8,75.6,10.8,0.0,81.3,19.2,88.4,5.9,22.1,7.4,not fire,1
4,7,2013,32.7,66.4,13.0,1.0,81.4,18.4,88.6,4.5,21.7,6.4,not fire,0
25,8,2013,34.3,82.0,14.2,5.0,76.7,10.2,44.9,3.2,11.5,4.0,not fire,1
4,6,2013,34.4,66.4,11.3,0.0,88.9,24.0,90.6,6.4,25.3,8.3,not fire,0
21,7,2012,34.5,56.6,16.3,0.0,84.3,29.3,104.8,4.9,30.2,8.0,not fire,0
5,9,2013,37.7,52.5,17.2,0.0,91.2,32.8,104.2,6.1,32.2,9.1,fire,0
17,9,2013,30.8,72.1,12.9,0.2,83.0,8.5,50.8,6.8,11.2,6.4,not fire,1
24,9,2012,29.0,51.8,16.6,0.2,86.7,13.6,64.3,5.5,15.9,6.2,not fire,0
7,9,2013,32.4,78.8,16.0,1.0,80.5,19.1,107.7,5.3,24.4,7.4,not fire,0
10,8,2012,26.8,68.9,14.7,0.5,75.5,0.7,22.8,4.7,3.2,3.8,not fire,0
29,9,2013,32.5,58.4,16.0,0.0,85.8,20.3,92.9,6.6,23.3,8.1,not fire,1
12,8,2012,30.1,65.4,14.8,0.0,81.9,13.6,65.9,7.4,16.1,7.6,not fire,0
12,8,2013,30.9,69.8,10.7,0.0,80.5,13.7,66.0,5.0,16.1,5.9,not fire,0
1,6,2013,34.9,65.1,15.9,0.0,89.4,27.3,103.0,5.1,28.7,7.9,not fire,1
27,6,2013,31.2,71.5,15.3,0.0,80.9,10.1,44.0,5.2,11.4,5.4,not fire,0
12,8,2012,31.2,79.0,11.8,0.0,81.2,14.4,45.7,6.7,14.1,6.8,not fire,0
8,6,2012,30.7,44.4,18.4,0.2,86.9,22.1,82.7,6.3,23.2,7.9,not fire,0
6,8,2012,36.4,58.0,19.2,0.0,94.1,33.4,138.8,7.1,36.7,10.5,fire,0
13,9,2013,37.7,56.3,19.5,0.0,90.7,36.2,114.7,7.8,35.5,10.8,fire,0
26,7,2013,36.0,49.7,17.9,0.0,94.8,35.8,122.4,8.0,36.1,11.0,fire,0
31,7,2013,30.7,85.2,17.8,0.5,74.1,13.8,58.6,2.5,15.3,4.1,not fire,1
